"configuration","problem","model","data_file","status","time","nClauseVariables","error","bimanderTotalOffset","bimanderTotalN","bimanderCount","paths","method","flatBoolConstraints","nVariables","flatBoolVars","evaluatedReifiedConstraints","run","bimanderTotalM","solveTime","bimanderTotalAbsoluteBalance","flatTime","nSolutions","processFlatZincTime","nClauses"
"mzn-sat-lingeling-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","SATISFIED","50.621855932986364","1102589","","0","0","0","0","satisfy","251557","37541","21170","7974","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","38.16","0","10.4841","2","0.9685","399339"
"mzn-sat-clasp-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","SATISFIED","19.236669270088896","860484","","0","0","0","0","satisfy","312670","21837","21758","7974","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1.0396","0","15.8883","1","0.8565","308964"
"mzn-sat-glucose-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=18;m=18;holes={}","UNKNOWN","1201.0356947991531","233160","","0","0","0","0","satisfy","82171","12351","12353","28479","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1189.0998","0","11.0186","0","0.2256","81891"
"mzn-sat-clasp-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","SATISFIED","3.414155201986432","142022","","0","0","0","0","satisfy","52816","4222","4165","2362","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","0.0794","0","2.82226","1","0.2258","51781"
"mzn-sat-clasp-binary-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=18;m=18;holes={}","UNKNOWN","1201.0385675039142","620670","","0","0","0","0","satisfy","98596","10126","13178","2568","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1189.2577","0","10.8586","","0.334","91441"
"mzn-sat-lingeling-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=18;m=18;holes={}","SATISFIED","567.6226476840675","4805580","","0","0","0","0","satisfy","1718866","108009","107690","26232","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","468.3553","0","85.7936","2","5.1089","1710480"
"mzn-sat-clasp-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","SATISFIED","32.31691072997637","21998","","0","0","0","0","satisfy","8132","1562","1624","2606","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","31.2651","0","0.936645","1","0.018","7892"
"mzn-sat-glucose-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=18;m=18;holes={}","SATISFIED","134.42323794192635","4805580","","0","0","0","0","satisfy","1718866","108009","107690","26232","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","35.6447","0","86.5237","2","5.1525","1710480"
"mzn-sat-clasp-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","SATISFIED","3.223507446004078","199729","","0","0","0","0","satisfy","42165","7211","4226","2362","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","0.8809","0","1.97638","1","0.1738","74741"
"mzn-sat-glucose-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","SATISFIED","18.861186348134652","858438","","0","0","0","0","satisfy","309904","21326","21029","7974","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1.6024","0","15.2432","2","0.894","307941"
"mzn-sat-clasp-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=16;m=16;holes={}","SATISFIED","77.15558708785102","2926790","","0","0","0","0","satisfy","1046416","66878","66181","18578","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","18.5497","0","50.4534","1","3.2729","1043269"
"mzn-sat-glucose-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","UNKNOWN","1200.5638202950358","79993","","0","0","0","0","satisfy","26960","4265","4109","8820","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1197.2425","0","2.87391","0","0.0682","28407"
"mzn-sat-clasp-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","SATISFIED","6.507677512941882","512077","","0","0","0","0","satisfy","113889","20313","10262","4640","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","0.7937","0","4.7891","1","0.4502","187463"
"mzn-sat-lingeling-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=14;m=14;holes={}","SATISFIED","693.5294071070384","2103313","","0","0","0","0","satisfy","486657","65015","39062","12556","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","669.4867","0","20.0542","2","1.8638","757481"
"mzn-sat-clasp-order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=18;m=18;holes={}","UNKNOWN","1201.2559182029217","","","","","","0","satisfy","1736449","","128638","128555","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","89.7249","","",""
"mzn-sat-lingeling-binary-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=22;m=22;holes={}","UNKNOWN","1201.0794631789904","1022059","","0","0","0","0","satisfy","153598","15249","19860","3848","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1180.9938","0","19.1448","","0.5344","142676"
"mzn-sat-lingeling-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","SATISFIED","5.280292388051748","48131","","0","0","0","0","satisfy","17246","2905","2971","5125","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","3.1667","0","1.88612","2","0.0424","16974"
"mzn-sat-glucose-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","SATISFIED","3.5910846921615303","142820","","0","0","0","0","satisfy","53806","4429","4430","2362","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","0.0598","0","3.07856","2","0.2196","52180"
"mzn-sat-glucose-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=18;m=18;holes={}","SATISFIED","135.39943439816125","4800582","","0","0","0","0","satisfy","1711816","106802","105845","26232","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","34.4791","0","87.8867","2","5.4861","1707981"
"mzn-sat-lingeling-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","UNKNOWN","1200.5656586110126","82039","","0","0","0","0","satisfy","29726","4776","4838","8820","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1196.7503","0","3.36402","0","0.0821","29430"
"mzn-sat-clasp-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=16;m=16;holes={}","UNKNOWN","1200.8923056230415","146029","","0","0","0","0","satisfy","51931","8872","8902","20096","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1192.7645","0","7.35012","0","0.159","51651"
"mzn-sat-clasp-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=16;m=16;holes={}","UNKNOWN","1200.7478842469864","142159","","0","0","0","0","satisfy","46525","7929","7485","20096","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1193.4825","0","6.63147","0","0.1434","49716"
"mzn-sat-clasp-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","SATISFIED","9.554423463065177","21200","","0","0","0","0","satisfy","7142","1355","1359","2606","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","8.5778","0","0.90045","1","0.0167","7493"
"mzn-sat-lingeling-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","SATISFIED","1.8417026209644973","21998","","0","0","0","0","satisfy","8132","1562","1624","2606","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","0.2543","0","1.00494","2","0.017","7892"
"mzn-sat-glucose-binary-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=18;m=18;holes={}","UNKNOWN","1201.039164639078","620670","","0","0","0","0","satisfy","98596","10126","13178","2568","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1188.8822","0","11.2355","","0.3495","91441"
"mzn-sat-lingeling-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=20;m=20;holes={}","UNKNOWN","1201.0422362440731","280782","","0","0","0","0","satisfy","91463","13904","13044","38489","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1187.1541","0","12.9685","","0.2882","96986"
"mzn-sat-clasp-binary-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=22;m=22;holes={}","UNKNOWN","1201.0465699988417","1022059","","0","0","0","0","satisfy","153598","15249","19860","3848","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1181.3471","0","18.7669","","0.519499","142676"
"mzn-sat-glucose-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=16;m=16;holes={}","UNKNOWN","1201.1892239088193","","","","","","0","satisfy","856821","","66434","18578","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","34.6572","","",""
"mzn-sat-lingeling-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","SATISFIED","17.67189483693801","512077","","0","0","0","0","satisfy","113889","20313","10262","4640","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","11.9565","0","4.81369","2","0.4172","187463"
"mzn-sat-glucose-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=20;m=20;holes={}","UNKNOWN","1201.2989357491024","","","","","","0","satisfy","2661406","","163454","35710","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","132.265999","","",""
"mzn-sat-clasp-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","SATISFIED","19.61807087715715","79993","","0","0","0","0","satisfy","26960","4265","4109","8820","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","16.3022","0","2.98725","1","0.0766","28407"
"mzn-sat-lingeling-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","SATISFIED","3.5043545751832426","142022","","0","0","0","0","satisfy","52816","4222","4165","2362","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","0.1782","0","2.83217","2","0.2203","51781"
"mzn-sat-clasp-order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=14;m=14;holes={}","UNKNOWN","1201.1877403638791","","","","","","0","satisfy","608181","","49426","58787","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","32.125","","",""
"mzn-sat-glucose-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=16;m=16;holes={}","SATISFIED","111.34079507109709","2926790","","0","0","0","0","satisfy","1046416","66878","66181","18578","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","51.5","0","51.4405","2","3.41","1043269"
"mzn-sat-lingeling-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=14;m=14;holes={}","SATISFIED","60.75057859905064","1662278","","0","0","0","0","satisfy","596584","39346","38869","12556","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","26.9691","0","29.194","2","1.8815","594061"
"mzn-sat-glucose-binary-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","UNKNOWN","1200.5847216981929","191054","","0","0","0","0","satisfy","33730","3924","5138","987","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1197.1161","0","2.99748","0","0.0976","30835"
"mzn-sat-glucose-order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","SATISFIED","74.80528188007884","715765","","0","0","0","0","satisfy","145417","63334","13862","20219","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","65.3708","0","7.80368","2","0.8134","243393"
"mzn-sat-glucose-order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=22;m=22;holes={}","ERROR","","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","","","",""
"mzn-sat-clasp-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=22;m=22;holes={}","ERROR","","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","","","",""
"mzn-sat-lingeling-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=20;m=20;holes={}","UNKNOWN","1201.290789423976","","","","","","0","satisfy","2652496","","161125","35710","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","121.833","","",""
"mzn-sat-glucose-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=14;m=14;holes={}","SATISFIED","45.69154105777852","1662278","","0","0","0","0","satisfy","596584","39346","38869","12556","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","10.7437","0","30.3655","2","1.903","594061"
"mzn-sat-lingeling-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","UNKNOWN","1200.4882205771282","79993","","0","0","0","0","satisfy","26960","4265","4109","8820","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1197.1586","0","2.95857","0","0.0771","28407"
"mzn-sat-glucose-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=22;m=22;holes={}","UNKNOWN","1201.0489855720662","352200","","0","0","0","0","satisfy","110793","16968","15852","50571","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1182.6052","0","17.5206","","0.3541","117720"
"mzn-sat-glucose-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","SATISFIED","19.789174635894597","860484","","0","0","0","0","satisfy","312670","21837","21758","7974","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1.7036","0","15.7126","2","0.9062","308964"
"mzn-sat-glucose-binary-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","UNKNOWN","1200.273593439022","44906","","0","0","0","0","satisfy","8944","1260","1704","305","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1199.2257","0","0.88736","0","0.0209","7847"
"mzn-sat-glucose-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","SATISFIED","9.545429750811309","512077","","0","0","0","0","satisfy","113889","20313","10262","4640","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","3.5914","0","5.00561","2","0.4519","187463"
"mzn-sat-clasp-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","SATISFIED","18.620869206963107","1102589","","0","0","0","0","satisfy","251557","37541","21170","7974","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","6.2585","0","10.394","1","0.9929","399339"
"mzn-sat-glucose-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","SATISFIED","5.661871119169518","48131","","0","0","0","0","satisfy","17246","2905","2971","5125","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","3.5317","0","1.89875","2","0.0437","16974"
"mzn-sat-clasp-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=20;m=20;holes={}","UNKNOWN","1201.3115398411173","","","","","","0","satisfy","2661406","","163454","35710","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","131.189","","",""
"mzn-sat-lingeling-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=22;m=22;holes={}","ERROR","","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","","","","","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","","","",""
"mzn-sat-lingeling-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=20;m=20;holes={}","UNKNOWN","1201.2653271041345","","","","","","0","satisfy","2183589","","161522","35710","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","85.7825","","",""
"mzn-sat-clasp-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=20;m=20;holes={}","UNKNOWN","1201.2675325570162","","","","","","0","satisfy","2652496","","161125","35710","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","121.501","","",""
"mzn-sat-clasp-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=14;m=14;holes={}","UNKNOWN","1200.7465959300753","119190","","0","0","0","0","satisfy","42108","6668","6718","13714","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1194.6214","0","5.49427","0","0.1332","41816"
"mzn-sat-lingeling-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","SATISFIED","2.7067390959709883","199729","","0","0","0","0","satisfy","42165","7211","4226","2362","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","0.3702","0","1.95087","2","0.1942","74741"
"mzn-sat-glucose-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=22;m=22;holes={}","UNKNOWN","1201.046587567078","359886","","0","0","0","0","satisfy","121779","18799","18721","50571","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1179.9146","0","20.2132","","0.3856","121563"
